,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,117,288.78217969554066,10.0,0.6773301735659796,299.1121038799423,1.0,0.2486052502052553,224.4094897470197,1.0,0.9697910337565553,276.7502069408569,10.0,0.6598694088173619,223.72895435980962,1.5,0.4485011560615992,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,Policy0,dikesnet
11,5,332.98644290724974,1.5,0.22179174916119967,131.78281969123944,10.0,0.4264987740932301,75.35094354571969,1.0,0.1719737643361752,167.16700596540477,1.0,0.10045697684443122,72.09052522073947,10.0,0.4761123319074066,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,Policy0,dikesnet
12,33,323.04861615273745,1.5,0.0006125396118068211,123.89475051868045,10.0,0.7378858318420982,238.88232208387674,1.0,0.04282515685608703,129.98125972462248,1.5,0.47682023935294043,222.57522225540515,1.5,0.5449126504069898,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,Policy0,dikesnet
13,112,198.42434256770545,1.5,0.5727818092597305,334.405500097391,1.5,0.20853733569922425,270.01314563315094,1.0,0.06033264368460306,141.4153923449602,1.5,0.3039962874819772,57.60227917755877,1.0,0.6466031159942942,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,Policy0,dikesnet
14,78,90.06211580947337,10.0,0.882432892862909,168.1318653733242,10.0,0.3324555989776541,301.70935850488576,10.0,0.4408828560337211,174.29066683319104,1.0,0.6463553289456705,329.6967276649952,1.5,0.46018352691544157,1.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,Policy0,dikesnet
15,9,91.27083886992847,1.0,0.49414795027697045,79.72815346340201,1.5,0.23198303337152237,98.83943573655755,1.0,0.6590030444001214,133.616869444612,1.5,0.7803566948513785,327.69191947373207,1.5,0.7460265396141644,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,Policy0,dikesnet
16,56,172.2829064334169,10.0,0.26828398698532185,63.821384826563474,1.5,0.4562069397729541,36.86790609470467,10.0,0.6851202267323636,165.8814500219586,10.0,0.440375488753753,279.59852940455033,1.5,0.7365746398691712,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,Policy0,dikesnet
17,47,280.6721747333633,1.0,0.1576335161391548,165.89979589853638,1.0,0.5014005724626791,202.07993985097787,10.0,0.709075526319475,321.83409513284994,1.5,0.5429459111275844,127.30255715752489,1.0,0.42786972397286005,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,Policy0,dikesnet
18,80,299.6523977850404,10.0,0.302413112366476,265.39868641011685,1.5,0.36420649200929583,265.69247280883684,1.0,0.6500975464646253,142.100281562318,1.5,0.49686444636353283,170.93544479007892,1.5,0.6539500819767835,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,Policy0,dikesnet
19,87,53.95839778914915,1.0,0.35352427838894546,51.84448710925641,1.0,0.3669119361721259,327.6968801250748,10.0,0.6279044104231136,230.85880521167252,1.5,0.8531719286959668,202.39500269829313,1.5,0.7417127174641517,1.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,Policy0,dikesnet
20,123,348.41960138764273,10.0,0.770980506398167,163.64308919228893,1.0,0.7775355738827447,83.71678689252882,1.0,0.36577546448813053,240.98097604887542,1.5,0.9423909572859631,336.80280150783466,1.0,0.6150568887993512,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,Policy0,dikesnet
21,60,81.81705321400861,1.0,0.12910891755910053,312.43322344048346,1.5,0.8036915277181212,251.9859782872942,1.5,0.05112896688051894,292.1100680396842,1.5,0.17549927004698668,227.69878696425877,1.5,0.6765238647836689,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,Policy0,dikesnet
22,122,148.47688367438838,10.0,0.9601522109211921,38.863898395555026,1.0,0.6340780326643007,230.06144177452506,1.5,0.27934028967326835,55.89608155128481,10.0,0.24803300213373772,191.045520272265,10.0,0.6190182387145079,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,Policy0,dikesnet
23,12,156.89783899676968,1.5,0.6713108707174945,273.09049183658675,1.0,0.4474969520191677,258.07084073649423,1.0,0.4462734920598986,300.8103770416244,1.0,0.8945617324982785,297.2954999136138,10.0,0.0009936050278006702,4.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,23,Policy0,dikesnet
24,93,331.52440158999576,1.0,0.21852694937922343,191.86892143132042,1.0,0.5146055764956199,126.66712592498604,10.0,0.9827365133398924,251.67110155714371,1.0,0.0056982215310590984,59.10392659528689,1.0,0.11168535502083138,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,Policy0,dikesnet
25,29,257.8209053936463,1.0,0.42948172065600226,297.03732640716686,1.0,0.2561645096100049,112.025377930661,1.0,0.020116346029376515,302.3051409815691,1.0,0.04053353693525958,143.21292497123522,1.5,0.09906612444923293,3.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,Policy0,dikesnet
26,46,71.50430057036738,1.5,0.7341064078311161,276.49713944520977,10.0,0.3116962836631588,166.51206722075364,1.5,0.1813201587329308,320.7560481182228,10.0,0.5677426116851053,52.057262394317775,1.0,0.27220129359755496,4.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,Policy0,dikesnet
27,76,85.03504968828392,1.0,0.8743801718496877,193.06506008959894,1.5,0.23769310642547473,324.55350902628595,1.0,0.23328892579959173,262.6970254277955,10.0,0.6844637067737868,251.77472443760718,10.0,0.5073860380345935,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,Policy0,dikesnet
28,52,210.93843636186793,1.5,0.6583037035966436,284.06912283553424,10.0,0.585133243777147,133.5550497974106,10.0,0.835696678311825,56.05106635295169,1.5,0.7721062983956833,241.52412579981097,1.0,0.5555372436812726,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,Policy0,dikesnet
29,8,300.6691242320486,1.0,0.3487592729113516,328.78782140135417,1.5,0.5042649656093219,299.2632553317802,1.0,0.8114117626720425,53.49746984067566,10.0,0.7936825629727692,167.53806324596727,1.5,0.2535018177478251,1.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,29,Policy0,dikesnet
30,34,180.41756826531173,1.5,0.5572787984171552,195.44679978658598,1.5,0.5834354590278678,248.84325763195736,1.5,0.675787364029708,261.98517189098186,1.0,0.06603793122107846,149.47532802939304,10.0,0.9912136280175893,4.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,30,Policy0,dikesnet
31,92,70.3867515289146,1.5,0.6894612214325033,176.72431544641165,10.0,0.24401892485266657,68.29317239278905,1.5,0.3941428894833571,46.23094020740538,10.0,0.25726094857068765,337.508445252978,10.0,0.4292804656109578,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,Policy0,dikesnet
32,105,255.1123547293658,1.0,0.6752380889480147,149.94486214023394,10.0,0.9089614450790989,273.31105843458926,1.5,0.3611056424189949,232.20688537146683,1.0,0.09971328678486537,59.97570314962756,10.0,0.35110112313812847,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,32,Policy0,dikesnet
33,102,185.53641200552698,1.0,0.47622621142545146,207.70517104952205,1.0,0.99115204319503,66.83767544299408,1.0,0.6108014431909699,137.8154366848692,1.5,0.6109751082074126,80.1112547656922,1.5,0.33469413602125436,1.5,2.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,Policy0,dikesnet
34,6,124.54508593537264,10.0,0.265766646769521,264.5009766216633,10.0,0.13960527701389872,55.177410779324916,1.5,0.7998368054207337,300.02174678841635,1.5,0.733741996951391,34.77440635715405,1.5,0.7531111795234804,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,Policy0,dikesnet
35,70,125.8894554518329,10.0,0.09816123012554635,120.96277648541941,10.0,0.9119554328471685,315.1635108522983,1.5,0.004134921097686599,161.4197759104704,1.5,0.8243975036170087,33.14191437881326,1.0,0.5854689996518797,2.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,Policy0,dikesnet
36,26,281.1956968018624,10.0,0.39003630978443027,70.14297136905957,1.0,0.8966568490366039,166.66682845778607,1.0,0.9006184415219392,159.2127037454728,1.5,0.19319832817522642,219.45768167123094,1.5,0.3230332781923369,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,36,Policy0,dikesnet
37,7,295.164002090477,1.5,0.28585549946951017,235.13529067657984,1.5,0.751442928498933,282.65151373920264,1.5,0.21709379210798724,86.71472369754096,1.0,0.704288860555124,149.35852732112645,1.5,0.08091614505157463,2.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,Policy0,dikesnet
38,8,143.87442408151998,1.5,0.9904700195665638,123.03245995736917,10.0,0.5973569418820146,72.38674751911608,1.0,0.2807537364032723,135.9558363296259,1.5,0.20898433256782836,49.63871194496903,1.0,0.43221543341321034,2.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,Policy0,dikesnet
39,2,228.62292136366364,1.0,0.5500866704029456,42.98002296331099,1.5,0.13007891619546805,38.24233963492987,1.0,0.755661362949573,305.50434672965173,10.0,0.2893144042410678,178.04243926220386,1.0,0.009908873121887327,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,39,Policy0,dikesnet
40,79,278.61269738313683,10.0,0.5333453142186071,54.23358982266708,10.0,0.6463653187033442,268.24117525226274,10.0,0.17467630810777587,285.70175649331327,1.0,0.13368679666430244,269.3979779199967,10.0,0.26194796032405254,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,Policy0,dikesnet
41,63,68.25354611631005,1.0,0.4869147496961144,188.30850324391128,1.0,0.7266985988212821,66.51871742313655,10.0,0.9565022202083037,340.3025306463421,10.0,0.756259767866521,238.89323622393357,1.0,0.22802092004053007,1.5,4.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,41,Policy0,dikesnet
42,90,50.28568279093901,1.5,0.1537162840823231,155.94290192871694,1.0,0.2641183515760392,130.01424387854027,1.5,0.23978372710899815,118.82821050052266,1.5,0.30280634950987145,322.5145770980422,1.0,0.8575639832381179,3.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,Policy0,dikesnet
43,32,240.81180800498993,1.0,0.9578078431616844,301.0216054401565,1.0,0.6997265329800286,122.65337440566108,10.0,0.6892122827379042,215.54789414771398,1.0,0.5580000158176727,110.30371669321083,1.5,0.6292627131951458,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,43,Policy0,dikesnet
44,101,136.86696651321125,1.0,0.16770739761873826,69.16238866760787,1.0,0.8075383555140766,224.8484463463671,1.0,0.8858093113992832,301.20993008570355,10.0,0.7465836507779838,152.8131896772877,1.0,0.5099115124492404,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,44,Policy0,dikesnet
45,78,312.2032406501008,1.0,0.07827636771359729,210.91834569435156,10.0,0.05723492244049025,194.6074725973152,1.0,0.3825916915292261,297.7001206101762,1.5,0.372137247564372,259.90936733620384,10.0,0.9223656773129806,2.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,45,Policy0,dikesnet
46,115,103.4932711513822,10.0,0.37667927677334023,219.59255917214495,1.0,0.6567940967937251,77.73951414973297,1.0,0.20839774857333337,67.32776941775047,1.5,0.1791265633349807,31.52645530946544,1.5,0.9827398079607736,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,Policy0,dikesnet
47,88,32.68861361871034,10.0,0.5753962632147009,196.4750339794803,1.5,0.3810621519229381,283.8680394532829,1.0,0.6229361013187272,167.67480253995572,1.0,0.4843311241778668,330.715573024602,10.0,0.2593211654389257,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,47,Policy0,dikesnet
48,29,137.1171641985002,1.0,0.5392891266783076,170.73385297831453,1.5,0.14671662983983488,289.3632163605612,1.5,0.0859497849209403,260.55673962096637,10.0,0.6186308177642592,106.30405286937534,1.5,0.9698858320354455,2.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,48,Policy0,dikesnet
49,119,322.10730429985966,1.5,0.17969005483039904,197.03674306894806,1.5,0.21011359899126927,275.5271608292573,1.5,0.7490735997871998,38.047736544828446,1.5,0.4315648536090815,144.31669052422458,1.0,0.43743580741488913,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,49,Policy0,dikesnet
50,59,325.8313498102426,1.5,0.09039708414286636,213.03469313161145,1.5,0.22972016832886596,131.6121649411677,1.0,0.2997905998104282,244.6301723215822,1.5,0.3609646064020501,67.10986025057613,1.5,0.24670895655622269,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,50,Policy0,dikesnet
51,85,139.0430265743953,1.5,0.6024552390150725,317.5392394432423,1.0,0.33197001049364794,103.27945151035874,1.5,0.9385343132219665,54.735527427301875,10.0,0.20547357676726014,82.7644053963036,1.0,0.6733301394805433,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,51,Policy0,dikesnet
52,9,157.36550064587396,1.0,0.27847101999200286,157.077948254665,1.0,0.3780929093168142,205.411276446728,1.5,0.41367766730393957,324.2906878109106,1.0,0.9926099316443828,38.57723219779441,10.0,0.384243653210159,4.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,52,Policy0,dikesnet
53,71,130.2721851645028,10.0,0.08369846504712494,336.93816448366476,10.0,0.4812952270149472,71.13096352466542,1.0,0.7456612700531319,126.32207638032054,10.0,0.08803114211556749,58.63623479164163,10.0,0.6084528532362903,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,53,Policy0,dikesnet
54,53,111.05978478261613,1.5,0.805488627866757,177.24732810757402,1.0,0.06121477599356768,203.719527638486,10.0,0.7102460282217963,81.99896329547708,1.0,0.4273574100502408,237.92966879641327,10.0,0.8325812733767084,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54,Policy0,dikesnet
55,46,62.862597367562586,10.0,0.41109033482191815,340.64836921998767,10.0,0.8119643416163886,193.68574676772965,1.0,0.40193358012423763,86.040920429081,10.0,0.6150192034871294,291.7453154972178,1.5,0.7220446073273694,3.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,55,Policy0,dikesnet
56,4,40.545175152834474,10.0,0.8530982348179406,339.7252496857177,1.5,0.6790397435897562,339.04904689523096,10.0,0.5204758371785798,222.45538638446612,1.0,0.648494096618474,292.3407849127741,1.0,0.2811313675399068,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,56,Policy0,dikesnet
57,41,92.37945168678046,1.5,0.9770483773398241,85.21152803887153,1.5,0.8373989165288391,141.71438975893466,1.0,0.422738657246722,266.25208515267,1.5,0.7194238985245015,273.61614004647527,10.0,0.9660373870086247,2.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,57,Policy0,dikesnet
58,71,40.020845511955315,10.0,0.14166882427966015,335.26184774993953,10.0,0.39060898105641917,216.5478914036582,1.0,0.7962589649855638,96.81315000233069,10.0,0.04948827633816125,303.76787834491904,1.0,0.42186815515402426,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,58,Policy0,dikesnet
59,44,341.5030429262967,1.5,0.21049980802952303,248.91502900445897,1.5,0.3918993802440046,83.31816355553339,1.0,0.7959116708413019,310.0429048510528,10.0,0.14028534572733006,115.6802410623232,10.0,0.3781372182418236,3.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,59,Policy0,dikesnet
60,57,103.72515375281745,1.0,0.07579519624089258,320.7270860618518,10.0,0.38911404451931353,64.55295904790574,1.0,0.14091639146164425,246.00045250614554,10.0,0.11816427082117138,158.20223593234186,1.5,0.7713113671469777,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,60,Policy0,dikesnet
61,53,245.48182610098843,10.0,0.40742961245988496,118.2760192327759,10.0,0.6525849118858353,126.12743749515536,1.0,0.5936175568831866,307.6197868550794,1.5,0.20242354128707585,144.07294774170208,1.5,0.3446445202357912,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,61,Policy0,dikesnet
62,84,346.2090496836772,1.5,0.9022382085152325,208.6535389281421,10.0,0.2267090669353771,334.9373216635316,10.0,0.7217302194791702,179.01427822253686,1.5,0.31846417312135883,164.00982551551786,1.5,0.6315469418426101,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,62,Policy0,dikesnet
63,110,136.04820910022545,10.0,0.9237749298489297,298.08954009467607,1.5,0.7453832647838465,293.1665270748688,1.0,0.6864146835661742,157.24355441579954,1.0,0.251286696695274,307.1596186027174,10.0,0.7343594289910899,3.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,63,Policy0,dikesnet
64,30,66.60641302536123,10.0,0.5441475062650045,271.72290432373114,10.0,0.5872908770071292,127.35931433235012,10.0,0.3044261841232379,51.13437066901109,1.0,0.07754014687403961,60.64260323327527,10.0,0.8088341228870867,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,64,Policy0,dikesnet
65,15,274.37085189747893,1.0,0.7891554387183303,304.50330382659894,1.5,0.38689103664813573,68.55978604485799,10.0,0.39146228802647265,30.025296531272282,1.0,0.7477033745958488,109.75747706453782,1.5,0.4194583737778223,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,65,Policy0,dikesnet
