,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.1_Expected Annual Damage,A.2 Total Costs,A.2_Expected Number of Deaths,A.2_Expected Annual Damage,A.3 Total Costs,A.3_Expected Number of Deaths,A.3_Expected Annual Damage,A.4 Total Costs,A.4_Expected Number of Deaths,A.4_Expected Annual Damage,A.5 Total Costs,A.5_Expected Number of Deaths,A.5_Expected Annual Damage,RfR Total Costs,Expected Evacuation Costs
76,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,2,2,1,2,9,9,7,3,6,4,4,4,6,8,1,114498063.14503726,0.0,0.0,269298147.5338319,0.0,0.0,108773550.42496385,0.0,0.0,33470177.152405865,0.0,0.0,139637581.15022177,0.0,0.0,989600000.0,0.0
77,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4,2,9,7,5,2,2,7,0,6,6,9,6,2,2,194771208.39387757,0.0,0.0,212561147.23340675,0.0,0.0,58768098.74581756,0.0,0.0,55138751.84553993,0.0,0.0,110094911.34332341,0.0,0.0,569600000.0,0.0
78,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,4,3,8,0,6,8,1,10,4,2,6,8,1,3,4,5,126682524.73632845,0.0,0.0,226692975.3372218,0.0,0.0,116644870.33441648,0.0,0.0,42410729.19585196,0.0,0.0,130826799.32297906,0.0023099295107848273,17156404.65434999,741100000.0,1535.0380553265488
79,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,3,2,1,7,7,1,1,9,1,5,5,5,7,9,1,3,147588218.69105962,0.0,0.0,171741383.20257318,0.0,0.0,108374786.31050393,0.0,0.0,44119312.844942994,0.0,0.0,129463991.02384225,0.0,0.0,644500000.0,0.0
80,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,6,2,5,3,7,8,2,1,0,2,7,8,1,2,142620835.55407643,0.0,0.0,211930437.70194978,0.0,0.0,94694851.07929048,0.0,0.0,22734779.653765105,9.238731638962852e-05,149729.38401447047,118538396.30586337,0.0,0.0,1542000000.0,0.0
81,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,5,5,0,3,2,0,4,2,5,8,1,5,9,10,7,117818559.7239252,0.0,0.0,95202239.80249318,0.0,0.0,86990810.17558372,0.0,0.0,39356191.46334008,0.0,0.0,215511096.2280901,0.0,0.0,1080100000.0,0.0
82,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,3,5,7,4,3,6,0,4,1,5,9,2,3,6,5,9,206186162.15825236,0.0,0.0,120892243.43187523,0.0,0.0,83689403.43399769,0.0,0.0,40298531.85239779,0.0,0.0,162006626.39002892,0.0,0.0,1208900000.0,0.0
83,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,3,2,4,9,5,7,5,8,0,2,8,3,7,5,1,140098914.0797181,0.0,0.0,287731182.4606079,0.0,0.0,72904233.49257189,0.0,0.0,36389900.715599194,0.0,0.0,128066291.28690484,0.0,0.0,1268900000.0,0.0
84,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,4,7,8,0,5,8,1,6,8,3,6,3,1,6,7,2,164669692.77135092,0.0,0.0,214749881.67312044,0.0,0.0,115743969.43970901,0.0,0.0,31480696.535529993,0.0,0.0,144343377.41389683,0.0010022439233041956,7321082.817223407,753100000.0,645.8273314645173
85,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,2,3,9,6,3,0,0,8,5,4,9,1,8,6,2,6,227468518.8780734,0.0,0.0,47842699.56310011,0.0,0.0,115830409.86931525,0.0,0.0,49238605.86827475,0.0,0.0,126705544.87003101,0.0,0.0,900600000.0,0.0
86,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,3,1,5,1,7,6,7,8,0,1,1,0,6,8,1,2,128509281.34294224,0.0,0.0,270346921.93940926,0.0,0.0,63844492.59147088,0.0,0.0,19659585.038287506,2.51272693005944e-05,322236.6905333766,118538396.30586337,0.0,0.0,1087700000.0,26.63697970350964
87,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,3,6,0,8,5,1,9,4,0,2,10,2,4,7,5,4,154058455.93250468,0.0,0.0,214744149.59662712,0.0,0.0,51760044.33566119,0.0,0.0,45154293.751535036,0.0,0.0,140547840.8904056,0.0,0.0,1351800000.0,0.0
88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,4,1,10,1,3,9,4,7,6,1,9,5,9,4,4,197751963.41087657,0.0,0.0,195137386.36750618,0.0007924036446493483,4477358.437828632,110986669.21857975,0.0,0.0,41114810.057768784,5.2519823652644396e-05,540966.6140589145,149935973.1057315,0.0,0.0,408000000.0,273.83817287804675
89,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,3,4,7,9,5,2,8,9,3,2,3,2,4,2,8,6,249179565.09192026,0.0,0.0,212890648.21098545,0.0,0.0,106527959.95310938,0.0,0.0,28031896.220687415,0.0,0.0,149954834.24507377,0.0018819795713129524,14187700.318087867,667700000.0,1101.5611573726953
90,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5,5,6,3,5,7,3,7,10,2,2,8,6,10,2,202782665.06692177,0.0,0.0,210087165.00524604,8.890173547693007e-05,608145.8667518605,123920779.38733923,0.0,0.0,34386539.64236583,6.553366948990481e-05,786542.272801087,158655537.7814103,0.0,0.0,339000000.0,117.90880499569016
91,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,4,7,9,0,6,6,10,7,6,10,1,4,4,2,0,0,176012213.0647474,0.0,0.0,295792271.29823214,0.0,0.0,142379763.30064917,0.0,0.0,27977208.67951927,1.25636346502972e-05,161118.3452666883,70141330.92191884,0.005645938713938857,42563100.9542636,1390100000.0,3871.0022889648144
92,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,3,10,0,3,9,4,7,3,6,4,5,4,6,9,1,147485483.76362175,0.0,0.0,227235615.91395807,0.0,0.0,108773550.42496385,0.0,0.0,35474804.544331506,0.0,0.0,154017061.0903304,0.0030067317699125867,7321082.817223407,658200000.0,268.395774115124
93,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,3,5,6,0,7,1,6,8,1,5,1,5,4,9,3,3,125797238.44921103,0.0,0.0,208114696.50811112,0.0,0.0,102811671.6963974,0.0,0.0,30336305.395141155,5.532121802872975e-05,707803.6966721126,139607005.7544109,0.0,0.0,916200000.0,58.39716922168584
94,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,4,4,4,7,7,1,2,6,1,5,5,5,6,0,1,1,191731460.2888721,0.0,0.0,177725050.68724,0.0,0.0,92666736.39115658,0.0,0.0,41775148.81066066,0.0,0.0,211407342.14482868,0.02104907801544686,160477370.94428575,492600000.0,14759.287363462672
95,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,3,7,5,4,10,9,7,0,4,7,6,5,4,3,0,0,208032489.48873264,0.0,0.0,364273784.68546283,0.0,0.0,80387245.01118104,0.003900472448823066,14839522.89435072,40157991.28163976,0.0,0.0,76790642.90508577,0.0062441316472564325,46439116.8627058,1012800000.0,4370.6512780265975
96,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,3,3,3,5,9,0,5,4,5,2,1,3,4,7,5,140805929.96478274,0.0,0.0,165864941.73220712,0.0,0.0,98999100.54095918,0.0,0.0,23442172.60850419,0.0,0.0,147333958.0786279,0.011636898325856904,10329221.022846406,1317500000.0,0.0
97,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,2,2,2,6,7,1,8,7,6,1,4,0,7,5,3,1,146551506.34123784,0.0,0.0,228044547.88270342,0.0,0.0,105364271.73040974,0.0,0.0,26008389.578208447,0.0,0.0,105339133.75568011,0.0,0.0,985200000.0,0.0
98,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,6,6,0,2,3,7,5,3,1,5,5,3,6,9,5,134996357.6629468,0.0,0.0,181304281.1449138,0.000699807745537538,590120.2956038641,83982590.31387958,0.0,0.0,35991610.23132749,0.0,0.0,165963121.08604664,0.0,0.0,1249300000.0,0.0
99,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,3,3,5,7,5,3,3,5,6,5,2,5,7,5,7,155095982.0351453,0.0,0.0,220080521.5705756,0.0,0.0,97132636.19491284,0.0,0.0,33745944.65249044,0.0,0.0,156735727.500019,0.0,0.0,931300000.0,0.0
100,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3,8,3,6,1,6,9,4,1,2,3,0,3,0,5,187884915.525239,0.0,0.0,196390341.36850333,0.0,0.0,107753677.83864129,0.0,0.0,16555076.971154442,4.5815265710371404e-05,181998.10756242092,105230771.03220761,0.013859577064708965,34312809.30869998,710400000.0,1282.7136919082732
101,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,2,7,7,8,4,9,5,7,0,0,1,2,4,1,0,2,276472803.8808717,0.0,0.0,248247732.72034854,0.0,0.0,34221561.73832255,0.0,0.0,24789863.756754134,1.6012284288609365e-05,163016.5054753912,167339996.99265248,0.01880368249644137,113782181.22376004,1525000000.0,7161.215253080871
102,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,2,1,5,6,3,6,6,10,2,2,4,9,1,5,4,131919288.31926736,0.0,0.0,213939665.10251117,0.0,0.0,123438562.97843796,0.0,0.0,39897898.35639118,0.0,0.0,115680714.21369849,0.012922864441767327,11881369.416267904,1572700000.0,0.0
103,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,5,10,0,7,3,2,1,1,3,5,1,2,4,1,204862062.43420723,0.0,0.0,141659649.13668853,0.0032881447247880636,7815444.128068119,66330233.160400495,0.0,0.0,28966176.122928537,0.0,0.0,118364280.52606753,0.0096415802767592,24459421.694286533,928200000.0,1179.056446626314
104,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,2,10,1,1,5,0,5,1,0,4,4,3,6,5,8,187904775.2020421,0.0,0.0,102265448.16466197,0.001100228881485699,2580129.2312858356,52811167.63503672,0.0,0.0,31845430.321649857,0.0,0.0,155276917.05740082,0.0,0.0,1349900000.0,82.41650646687448
105,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2,1,2,6,10,9,6,1,6,7,2,9,3,5,1,1,138379858.76624286,0.0,0.0,350507754.2135278,0.0,0.0,104647767.45597297,0.002863347505865974,8580946.506745078,38970740.40633743,0.0,0.0,96923603.35265538,0.0,0.0,847200000.0,368.7128654485571
106,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,3,9,0,0,5,3,10,3,5,2,5,7,0,4,0,136598613.0637709,0.0,0.0,123678975.2542922,0.00881168038296231,7673991.458137801,122648889.77476789,0.0,0.0,37213531.820345156,0.0,0.0,67594288.64525113,0.03694817138107434,34217172.08805404,908600000.0,0.0
107,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,4,5,4,7,7,0,7,5,10,1,3,6,6,5,3,0,202772641.24325877,0.0,0.0,166071355.5283289,0.0,0.0,114703970.32700063,0.0,0.0,39405493.65563989,0.0,0.0,78935629.2222559,0.0008629826141863383,6355022.037399667,515700000.0,564.511545986986
108,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,3,5,2,6,0,4,8,3,0,3,2,0,6,0,5,150732551.41528624,0.0,0.0,131321771.566306,0.0,0.0,68945584.72862397,0.0,0.0,16563094.679399516,0.0,0.0,85142397.97480127,0.0,0.0,1203000000.0,0.0
109,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,6,1,0,3,5,6,8,3,1,0,3,7,8,1,3,100714900.1874114,0.0,0.0,199966545.06619623,0.0,0.0,98321813.23788771,0.0,0.0,25401090.833461314,0.0007385698540938921,1173506.0489390905,122290949.76794223,0.0,0.0,831600000.0,0.0
110,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10,0,7,3,2,3,2,4,5,4,3,6,7,6,7,190456897.1859581,0.0,0.0,151797120.6679083,0.0,0.0,85637245.55941087,0.0,0.0,35288533.576204896,0.0,0.0,163546580.1863483,0.0,0.0,1035900000.0,0.0
111,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,3,1,1,3,5,2,9,6,0,5,2,7,3,2,4,2,111738176.02288951,0.0,0.0,223916020.81104293,0.0,0.0,66629563.55863415,0.0,0.0,34023376.16916589,0.0,0.0,129641028.99080127,0.004338215540344568,32627596.612027653,1268900000.0,2529.430672974583
112,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,3,1,5,9,7,4,3,1,0,2,6,3,1,2,6,1,192820580.21435326,0.0,0.0,210058510.34432134,0.0,0.0,43224599.14167526,0.0,0.0,31480696.535529993,0.0,0.0,107832726.53813307,0.0005844599959506241,4422900.477752184,952800000.0,344.46855002736265
113,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,2,0,4,0,7,6,6,9,2,1,4,1,5,0,1,4,47847947.961454235,0.0,0.0,259094268.1014499,0.0,0.0,99980606.98782463,0.0,0.0,30018899.7545425,0.0,0.0,117257849.31097594,0.009425442304499185,57702994.03601095,1087700000.0,3673.424891374547
114,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,3,9,4,4,2,5,5,4,2,6,0,4,8,7,9,208208147.82531244,0.0,0.0,175016288.22731808,0.0,0.0,90027248.5440164,0.0,0.0,24447158.301910475,0.0,0.0,194207373.03386778,0.0,0.0,1045200000.0,0.0
115,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,4,9,5,7,4,4,2,5,2,3,5,4,6,82177854.37813279,0.0,0.0,287731182.4606079,0.0,0.0,85609120.14060155,0.0,0.0,30437086.103021316,0.0,0.0,142666865.4010706,0.013659320878114604,12012775.302503828,1263000000.0,0.0
116,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,6,7,7,0,7,0,3,6,7,3,0,7,2,1,181693838.44953766,0.0,0.0,166071355.5283289,0.0,0.0,58926842.49039639,0.0,0.0,24956580.074387155,0.0,0.0,112962349.39735946,0.0,0.0,1015900000.0,0.0
117,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,5,7,4,3,3,6,4,1,5,4,5,5,8,9,9,206186162.15825236,0.0,0.0,181556219.26377252,0.0,0.0,83689403.43399769,0.0,0.0,37333393.909299634,0.0,0.0,211990226.5341814,0.0,0.0,758100000.0,0.0
118,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,6,5,1,2,1,0,6,5,5,8,1,0,10,1,4,174059651.0659076,0.0,0.0,86334939.90593162,0.00046965743282879413,2613008.384022089,108305326.2918388,0.0,0.0,24379010.378793493,0.0,0.0,141514060.87914574,0.0,0.0,673800000.0,138.0636442847832
119,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,10,2,4,8,3,2,6,4,0,4,5,8,1,1,2,218849525.76632822,0.0,0.0,205839396.77911073,0.0,0.0,63699598.27434066,0.0,0.0,44153226.07626312,0.0,0.0,119490427.25575607,0.042951155828130624,39065281.009595186,885500000.0,0.0
120,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,10,1,10,1,2,9,2,7,9,6,9,5,6,4,3,278493692.73605245,0.0,0.0,190587452.32647455,0.0015156933603059613,8524627.616198778,113716301.9691329,0.0,0.0,53105636.74813695,0.0,0.0,123577928.71281758,0.0,0.0,461900000.0,451.9612939589332
121,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,7,0,7,1,0,1,4,7,5,3,3,7,8,7,6,154345864.93625224,0.0,0.0,83553499.72661196,0.0010238805655738907,5756387.281891534,107223484.85003497,0.0,0.0,35250458.883853704,0.0,0.0,172952397.2007551,0.0,0.0,535300000.0,305.157845137322
122,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,6,6,3,10,4,2,7,1,5,0,10,6,6,4,0,198290086.51239914,0.0,0.0,242728757.1236442,0.0,0.0,97583078.29857512,0.0,0.0,39170566.35396815,0.0007385698540938921,1173506.0489390905,81105853.85915002,0.0,0.0,934100000.0,0.0
123,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,3,6,5,5,9,9,4,3,5,1,0,10,1,4,5,0,204851657.20973802,0.0,0.0,309453867.2431364,0.0,0.0,82610110.04641655,0.0,0.0,32672596.121718172,0.00026456805659756997,3443315.137170021,75329742.05586098,0.0,0.0,485000000.0,288.06254229278414
124,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,4,6,0,0,4,5,6,9,6,4,1,8,6,5,0,117299462.54481953,0.0,0.0,129089864.85417779,0.0032550190713818844,7775029.079516602,133053580.43425834,0.0,0.0,35981071.86414978,0.0,0.0,85142397.97480127,0.0,0.0,698400000.0,249.7759041432517
125,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,3,6,10,6,7,7,7,0,9,1,3,5,9,4,3,1,281009247.4207754,0.0,0.0,283422581.3384405,0.0,0.0,76499619.71189022,0.0022157911158520944,8423554.358250517,44435677.94021015,0.0,0.0,99770843.99676661,0.0,0.0,660100000.0,456.6783358813493
126,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,7,2,7,3,2,0,4,4,5,8,1,3,2,2,6,207471907.7091167,0.0,0.0,95202239.80249318,0.0,0.0,94284526.09311262,0.0,0.0,35817336.27820875,0.0,0.0,146097273.60792935,0.017203930018342188,42956817.63487406,1012800000.0,1609.1475524489351
127,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,10,6,9,1,7,7,9,8,3,2,9,5,5,2,253822708.99971867,0.0,0.0,244334741.6364998,0.0,0.0,149426590.9824159,0.0,0.0,38026391.42765199,0.0,0.0,125009173.91499084,0.002588947842559015,6355022.037399667,377300000.0,234.60220092965648
128,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,4,6,4,4,3,1,5,4,1,1,9,5,3,2,2,8,186208010.72526482,0.0,0.0,158705327.32819635,8.808093447485917e-05,605141.6048938611,73635495.64465328,0.0,0.0,46652075.76659593,0.0,0.0,127766154.86495619,0.0020240659857931973,15257531.664665192,885500000.0,1428.1274911517994
129,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,3,5,8,2,1,1,4,3,3,6,0,4,4,5,5,201817314.117871,0.0,0.0,126619284.32698148,0.0007134877622387197,596128.8193198625,84696731.15977037,0.0,0.0,24447158.301910475,0.0,0.0,144808050.34810516,0.022486394062989856,19851011.67707781,1178400000.0,0.0
130,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,3,4,7,9,8,3,8,6,1,5,3,3,4,4,8,1,249179565.09192026,0.0,0.0,261495548.80812895,0.0,0.0,92666736.39115658,0.0,0.0,29664045.303329118,0.0,0.0,127627112.81003892,0.00018159857717816403,1343928.660111631,698400000.0,102.7559371721552
131,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,4,7,9,5,1,5,9,3,1,3,5,5,2,5,7,249179565.09192026,0.0,0.0,177331516.24113327,0.0,0.0,103731505.54675925,0.0,0.0,35178390.70727274,0.0,0.0,136903922.4164017,0.015683163094274605,14187700.318087867,583100000.0,0.0
132,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,5,6,5,2,9,2,1,7,0,7,5,1,5,2,6,203903855.00021702,0.0,0.0,201625246.787005,0.0007100677580634248,594626.6883908631,55690229.411618516,0.0,0.0,37725187.44862177,0.0,0.0,120252684.59633447,0.0,0.0,865900000.0,0.0
133,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,1,7,0,6,1,0,7,1,2,1,5,5,1,3,5,103162272.08375776,0.0,0.0,112832601.01821715,0.0,0.0,88907672.34606405,0.0,0.0,33572069.16772183,0.00018143009657542144,2263191.1060203705,155964714.4347547,0.0076107243421054014,57586211.19265399,641400000.0,4679.831182543603
134,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,3,10,2,9,7,5,1,1,4,6,4,6,2,9,1,3,274847160.55046606,0.0,0.0,205716727.57591516,0.0,0.0,84747680.59219497,0.0,0.0,34352284.70468299,0.0,0.0,129463991.02384225,0.0,0.0,727400000.0,0.0
135,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,3,2,7,0,0,4,0,9,2,4,5,2,8,3,7,4,110130504.5881955,0.0,0.0,57732794.7292676,0.0006057445443283542,4374221.129056702,108814178.00904764,0.0,0.0,40122543.521642566,0.0,0.0,125937902.45636173,0.0,0.0,898900000.0,290.50998046032265
136,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,3,2,2,7,4,6,1,9,0,9,3,5,7,7,1,2,155040808.56785768,0.0,0.0,182422174.5429352,0.0,0.0,95557254.59389251,0.0,0.0,39355934.066431485,0.0,0.0,111952814.85055783,0.0,0.0,928200000.0,0.0
137,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,8,9,0,0,6,2,4,0,5,5,5,4,0,2,7,187858418.11768985,0.0,0.0,126101370.52689709,0.0031722049378664313,7673991.458137801,59344433.82549998,0.0,0.0,37729292.17227027,0.0,0.0,120560621.38206083,0.017857688948056637,45717015.08591864,1033800000.0,2007.635637960198
138,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,6,5,2,2,6,2,0,6,0,7,3,7,7,0,3,180659118.0167573,0.0,0.0,172077462.62975118,0.003101106266299287,2599856.7229275885,46253408.68586334,0.03256376104618855,14854610.967151726,44913465.97050338,0.0,0.0,82593104.13074732,0.0,0.0,538900000.0,0.0
139,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,2,4,0,3,10,7,0,3,1,3,2,8,0,8,2,88429031.37443781,0.0,0.0,272005180.5784666,8.890173547693007e-05,608145.8667518605,61789926.813932374,0.004043323507093481,15139757.49247555,35618922.051579095,0.0,0.0,159406268.81799185,0.009670827765550987,74859392.04939216,774600000.0,6850.105643372082
140,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,4,5,5,6,3,6,0,10,0,9,2,2,8,5,5,5,202782665.06692177,0.0,0.0,120892243.43187523,0.0,0.0,101040850.71298225,0.0,0.0,33599997.36956474,0.0,0.0,131385962.25230521,0.0,0.0,747000000.0,0.0
141,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,4,6,0,5,4,6,6,6,10,4,4,0,5,0,6,117299462.54481953,0.0,0.0,211895698.4272849,0.0,0.0,135983258.76047167,0.0,0.0,20785047.17797311,0.0,0.0,97027921.42303665,0.00517789568511803,12710044.074799335,595100000.0,469.20440185931295
142,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,6,5,2,1,2,7,5,2,2,0,1,2,1,7,163770928.24047652,0.0,0.0,133694480.1453247,0.00313104955219196,2613008.384022089,103832686.77117428,0.0,0.0,15080474.16179583,0.0006946694306287732,988238.8568803348,198510762.57433766,0.10639554349081126,95274523.14697365,807000000.0,0.0
143,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,5,6,7,6,9,4,3,4,1,5,6,2,0,6,125797238.44921103,0.0,0.0,296158002.959699,0.0,0.0,87486852.001576,0.0,0.0,33165552.61384677,0.0,0.0,79497100.44506139,0.0035067599757037443,8845800.955504367,1324200000.0,334.0301091174425
144,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,3,0,5,2,0,7,7,9,3,1,1,1,7,5,6,2,98043050.03325048,0.0,0.0,173785762.0350182,0.0010684435304242038,7714406.50668932,103731505.54675925,0.0,0.0,28110557.82447955,0.0,0.0,124227868.29395393,0.0,0.0,1471100000.0,512.3238486182952
145,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,9,5,5,4,1,3,4,7,1,1,0,9,4,0,1,244684931.93610114,0.0,0.0,153700147.46963966,0.0,0.0,94923950.62609406,0.0,0.0,25407115.956945095,7.53818079017832e-05,322236.6905333766,64703797.926276274,0.0010895914630689842,2687857.320223262,1256900000.0,112.5570201443976
146,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,4,4,5,7,9,4,7,0,3,6,6,7,5,7,0,0,201783459.3101869,0.0,0.0,275665349.35343647,0.0,0.0,67379013.60291864,0.002229406913823127,8452171.112522256,47165224.4837143,0.0,0.0,44193513.54513965,0.0,0.0,1051100000.0,533.0869142466618
147,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,2,7,10,7,1,1,7,8,0,3,1,2,7,5,1,7,309097789.2106255,0.0,0.0,159352618.84839442,0.0005544168766818703,3143946.204700698,68945584.72862397,0.0,0.0,29677601.071832888,0.0,0.0,120358626.4040231,0.0,0.0,1080100000.0,167.11558524730117
148,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,7,4,0,6,4,8,3,1,5,1,4,0,0,6,165766213.13166678,0.0,0.0,139157423.21864986,0.0033047075514911566,7835651.652343882,98321813.23788771,0.0,0.0,30406578.084285047,0.0,0.0,70289405.31351508,0.011577755831798632,30015732.92979108,1652100000.0,1426.4555518270784
149,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,2,1,3,5,10,10,7,4,4,0,0,10,0,10,9,6,138168009.3635082,0.0,0.0,382357796.8128079,0.0,0.0,56604892.31464201,0.0,0.0,21557844.49213426,0.00011078547811408381,1173506.0489390905,208757266.66934663,0.0,0.0,1080100000.0,80.1016256522131
150,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,4,4,9,7,2,5,0,4,5,5,0,2,4,2,2,4,250839513.044744,0.0,0.0,106955707.7049819,8.602893196968187e-05,597630.9502488626,98311612.93042651,0.0,0.0,18354772.421938114,4.8289665246452385e-05,653590.0285673398,110509360.40550432,0.0020240659857931973,15257531.664665192,1474700000.0,1493.4701813927916
151,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,2,3,5,3,9,6,7,0,4,6,1,3,7,4,0,4,157322016.4407137,0.0,0.0,300719009.1010506,0.0,0.0,62318902.73577461,0.0,0.0,32142232.699918732,7.858183735655016e-05,765970.3035243767,110749860.15108982,0.006654434000414808,39194319.866326794,1075900000.0,2450.4048208529653
152,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,5,6,2,10,1,2,6,0,7,4,0,6,2,7,202782665.06692177,0.0,0.0,207095774.17121252,0.0002568555944059391,596128.8193198625,55749126.209561795,0.0,0.0,26527642.362493023,0.0,0.0,137370034.84487864,0.0022710654998484327,5535795.528345548,402100000.0,222.1153509776998
153,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,2,10,2,1,6,3,6,0,0,4,5,2,5,5,9,194729751.5853779,0.0,0.0,169616472.07300034,0.002966361479782257,2540674.2480023336,31398797.71871161,0.0,0.0,32277267.86924096,0.0,0.0,154387355.21428773,0.0,0.0,1844400000.0,0.0
154,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3,0,5,1,7,7,7,6,5,1,3,5,6,0,1,4,92648501.6727509,0.0,0.0,283422581.3384405,0.0,0.0,96005792.06789789,0.0,0.0,37164121.51677349,0.0,0.0,117257849.31097594,0.007540353843599346,57702994.03601095,831600000.0,4563.690217990025
155,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,2,6,1,7,7,6,6,5,4,1,4,1,10,4,3,1,186921762.1676117,0.0,0.0,259094268.1014499,0.0,0.0,87498935.4190952,0.0,0.0,41038624.720261365,0.0,0.0,101114772.65687825,0.00022699822147270512,1343928.660111631,916200000.0,82.71074488289007
