,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
19,29,324.5797056313196,10.0,0.19752747940488552,104.8385683187753,10.0,0.981497658655571,112.59143897136943,1.0,0.7466344374533154,178.3255796407787,1.0,0.36882189212105987,262.4798104599583,10.0,0.8112306159044852,3.5,2.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2519,Policy 0,dikesnet
20,54,304.9516348036796,10.0,0.8119201601487386,67.2182593521695,1.5,0.11365483153272492,313.6116251486089,1.5,0.10852772617013924,283.769436319415,10.0,0.1036979477503704,93.94361295910795,1.5,0.1399645921986736,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,Policy 0,dikesnet
21,111,160.54259616249186,1.0,0.16632207327280993,241.1757709604633,1.0,0.8217119556225192,243.45145117053303,1.0,0.8874185789528211,285.511751912514,1.0,0.8928266192392664,37.795613843363085,1.5,0.22115123187384536,1.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2521,Policy 0,dikesnet
22,121,141.63300881342954,1.0,0.1623431924277556,213.72894437110165,1.5,0.01418243829497884,205.92591047367569,10.0,0.3366040598362305,120.0443315072111,1.0,0.8631360653180258,137.08777400977613,1.0,0.2233019931525042,2.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522,Policy 0,dikesnet
23,37,217.81637949985625,1.5,0.3305991962190628,157.37803985080004,1.5,0.0033102320945952697,40.24347872245815,1.5,0.055718240496170926,322.80893998756574,1.0,0.44014187813601663,189.52608156818408,1.0,0.10605809949365119,2.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523,Policy 0,dikesnet
24,91,347.50441005946675,10.0,0.6265012060081289,251.76735115198068,10.0,0.2983209223154478,297.3029776550623,1.5,0.9205635508327765,57.61999848667278,10.0,0.7456534075181304,184.03871577418715,1.5,0.1407457281886618,3.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524,Policy 0,dikesnet
25,57,166.33124474937,1.0,0.3451096884265232,323.11985318167126,1.5,0.6914422092839484,266.3288523312667,10.0,0.43634641721458967,81.64217210636116,10.0,0.497830446935401,134.58506561403627,10.0,0.7194389884346656,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,Policy 0,dikesnet
26,44,328.1584016104604,10.0,0.16037930296941763,76.38665671332015,1.0,0.23895594283394297,96.07902543648007,10.0,0.16142893849526355,111.93959125976603,1.0,0.9305782801909043,59.05173004172681,1.0,0.1269433291795055,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2526,Policy 0,dikesnet
27,4,102.77732578015205,10.0,0.09443901549997359,334.3625470158104,1.5,0.5622226909728544,157.94909264216824,1.0,0.9341701769558921,279.4918643000477,10.0,0.4167779940541981,243.28797672726068,1.5,0.32041612970793265,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,Policy 0,dikesnet
28,119,132.94601352615555,1.5,0.9301037054097844,147.98953070601968,10.0,0.7966406477308494,83.36118919829882,10.0,0.6980692302832491,99.50614057914518,10.0,0.02861875412727845,154.22954100689512,1.0,0.4708658787157361,4.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,Policy 0,dikesnet
29,85,267.0609450115528,1.0,0.5828645080354107,178.5138785365598,1.0,0.24367582798486295,126.47329383402732,1.0,0.9690437120081298,48.473347201664,1.5,0.7571031618626364,185.23392922064187,1.0,0.8769419617701909,1.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529,Policy 0,dikesnet
30,18,178.2197376470543,10.0,0.30124244591180327,342.5656954123907,10.0,0.9447253591620316,277.04921472354533,1.0,0.2207681536051884,238.90821482857123,10.0,0.8290769816482649,66.76456112970175,1.0,0.04426218061549338,1.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530,Policy 0,dikesnet
31,108,310.1100090275547,10.0,0.1148421388250925,163.09687599526563,10.0,0.3638431113994971,66.1912861419743,1.5,0.3897757823772962,123.89345521184141,10.0,0.8099422050244688,33.34110519285647,1.5,0.14597882289755945,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,Policy 0,dikesnet
32,3,217.42385660054057,1.5,0.862889944401074,323.369217859596,1.5,0.9873527281275494,276.91176202189695,1.0,0.38731241485841283,272.0810495147301,10.0,0.23364349088530859,302.26337979327815,1.5,0.1140259857725464,3.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2532,Policy 0,dikesnet
33,96,94.14801954576906,1.0,0.24155380365280846,81.2081800343399,1.5,0.8099184111522232,273.9051907199927,10.0,0.6709328492118938,47.37438257890367,10.0,0.1991462182300565,125.7856870277214,1.5,0.7114368863749201,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533,Policy 0,dikesnet
34,80,79.4442553754942,10.0,0.9146022693540906,227.76174729033866,10.0,0.7062536223082411,180.35487891293292,10.0,0.23112850381442115,204.36190642535323,1.0,0.9095978005114508,85.77230049230798,1.0,0.24340034460271542,3.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534,Policy 0,dikesnet
35,27,206.46484616054886,1.0,0.713879078106566,215.1047371461758,10.0,0.09135828333969492,182.2232911780719,10.0,0.34046226708786587,288.70182288986933,1.5,0.0944907061146156,181.62979137883266,1.5,0.5037558946472235,3.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2535,Policy 0,dikesnet
36,21,192.35735061116713,1.0,0.19299584352399915,158.31577383210745,1.0,0.9165739082499987,238.40080741660734,10.0,0.30721606372735644,49.34226701370136,10.0,0.4560464128101337,337.6424202265817,1.0,0.31395536379158534,1.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2536,Policy 0,dikesnet
37,55,108.14878932884805,10.0,0.5975150313759835,203.25771768043575,10.0,0.5810709194123108,211.06696421221233,1.0,0.21594124375754037,319.1115865455946,10.0,0.2950770935095428,286.4043292113994,10.0,0.44174879689166285,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,Policy 0,dikesnet
38,76,150.80896139371637,1.0,0.7420649209002167,222.2083884704889,10.0,0.498586253040235,33.30210034931643,10.0,0.46574291621531994,54.6824505187153,10.0,0.7073073857833995,181.88524838820828,1.0,0.25663364796831134,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2538,Policy 0,dikesnet
39,53,41.95787130756448,10.0,0.3987003962272029,256.4310627012459,10.0,0.2816784232477143,194.74045040666695,1.5,0.3945438417263438,327.3730982202847,1.5,0.8021753602430294,34.401554921240155,1.0,0.06557355501492973,2.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,Policy 0,dikesnet
40,4,196.9992885448707,1.0,0.9548704998523128,138.58582794208758,1.5,0.6458936522265218,114.59664757803507,10.0,0.9679833355481312,233.85586484387971,1.0,0.7645582047371627,133.36867280024433,10.0,0.34820627792168746,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2540,Policy 0,dikesnet
41,46,126.97061516650027,1.5,0.5229243791804238,245.48270881279757,1.0,0.9595588555473459,175.56164352078096,1.5,0.6650229067223232,73.94062312648201,1.5,0.7018176694052843,213.61282068269708,1.0,0.7292534257242752,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2541,Policy 0,dikesnet
42,104,243.44872249978175,1.5,0.7705911685161965,272.09037696018777,1.0,0.9561650209175477,113.98609817886475,1.5,0.7011881173646497,298.2598780851946,1.0,0.7891772159883238,223.8956303493606,10.0,0.8168835009947464,4.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542,Policy 0,dikesnet
43,106,61.74505164970377,10.0,0.9725806906284947,52.17867120932402,10.0,0.8805276908424335,247.59412079636067,1.5,0.9477827196743346,213.7978379910245,1.0,0.5496257217113028,44.3673703341231,1.0,0.720361434296046,2.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543,Policy 0,dikesnet
44,117,181.66513502315982,1.0,0.30214189139388253,35.79413468140016,10.0,0.8579311599740612,297.9155727489458,10.0,0.14620203801013923,132.20774122647867,10.0,0.3074204927291286,94.86104668452236,1.0,0.7402642586679801,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544,Policy 0,dikesnet
45,83,170.92861524494546,1.5,0.36319003231386765,299.2057537512218,1.0,0.15033383710946993,252.26456573733043,1.5,0.10005776661460485,194.63558161240914,10.0,0.6187556933719613,170.73051882077382,1.5,0.8336317695267395,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,Policy 0,dikesnet
46,31,273.38704416269593,1.0,0.3092372316059463,276.23247470848776,1.5,0.5731514082622418,67.92256057846683,1.0,0.4889337811498946,344.77852151324487,1.5,0.13617809047789672,187.87406949383404,1.0,0.8942797103724774,2.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,Policy 0,dikesnet
47,47,174.19537289163003,10.0,0.8818211986986447,273.5477225909748,1.0,0.34085896898687046,300.79513061027683,1.5,0.8032423773839558,242.3652207818897,1.5,0.592295218014726,151.31092173364763,1.0,0.8995816119931417,4.5,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,Policy 0,dikesnet
48,35,219.67461638950695,1.5,0.4034624835794365,89.85745019752301,1.0,0.1670914161707761,173.5922342279484,1.5,0.8309789635003825,190.18937455682814,10.0,0.3019650407746084,203.11363032412396,1.5,0.26679386370335045,2.5,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548,Policy 0,dikesnet
49,32,149.49269434763423,1.5,0.26277826825489603,274.1236596535974,10.0,0.7592063925593506,302.8085141270053,1.5,0.7212966783181035,94.93598218686418,1.0,0.551090678758777,231.31388572897708,10.0,0.11947268703185342,1.5,3.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2549,Policy 0,dikesnet
50,19,211.74926951307924,1.5,0.6340178308615706,199.17793607560077,1.5,0.9157368981236871,115.54571904866265,1.5,0.4441588029673571,201.45715355101055,1.5,0.27236597904527265,199.55897893237517,10.0,0.9024507809922281,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,Policy 0,dikesnet
51,56,48.93688868205163,1.0,0.8126722412610116,329.07976549819614,1.5,0.1435388101671248,333.94612595573886,1.5,0.47177858310938525,219.49789267691247,1.0,0.19672447697506024,47.73078909312902,1.5,0.5588008825236682,3.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,Policy 0,dikesnet
52,77,228.0276921858399,10.0,0.24334765729266059,284.83154881120845,10.0,0.05972069101057856,166.02717524908164,1.0,0.3017045107059522,132.6630230446674,10.0,0.3805184584297638,80.23151659819845,10.0,0.1780265849510035,3.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,Policy 0,dikesnet
53,100,162.88336127429838,1.0,0.0319138664872255,179.13430057632317,1.5,0.553558017063273,299.79434407490896,1.5,0.8276917817589138,222.41197907795078,1.5,0.41533977422986124,102.41144366667558,10.0,0.1292997403320659,4.5,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553,Policy 0,dikesnet
54,17,164.75250299352987,1.5,0.08437634984400515,201.5946201544666,1.5,0.1441426373733931,209.4579481137126,1.0,0.3721757827691304,137.54894777370362,1.0,0.15330145869910022,191.98540820585734,1.0,0.030066036494168884,3.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2554,Policy 0,dikesnet
55,102,142.0186060953293,10.0,0.28171953867259975,172.0225960356154,1.5,0.021807973076564787,106.46731087220385,1.5,0.1170451206529866,142.11224675392248,1.5,0.5004910096267985,132.69662738394555,1.0,0.8556499320003393,1.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555,Policy 0,dikesnet
56,49,137.22336195534152,1.0,0.044897702802813584,70.77562086711285,10.0,0.06473902257346716,339.76994415109846,10.0,0.04476295193726254,325.13079461875265,1.0,0.7954193154060057,160.88638270782275,1.0,0.322338510544182,1.5,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556,Policy 0,dikesnet
57,80,213.27140958215676,1.0,0.6298487742112123,198.81504505940688,1.0,0.2841530886902346,236.33554495733574,1.0,0.8283796995851392,311.98599334060066,1.0,0.46290072070754923,61.666439828207075,10.0,0.7147187639008181,4.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557,Policy 0,dikesnet
58,16,75.7142511101202,10.0,0.5291700175462456,338.66654709793113,1.5,0.8620744511257381,234.62646734704418,1.0,0.1716100241219169,330.4446912966887,1.5,0.19161033188856288,207.9128215300786,10.0,0.6599769661817864,2.5,1.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2558,Policy 0,dikesnet
59,84,292.73818392032297,1.0,0.7117403353269394,268.3064158199579,1.5,0.42843885372763374,284.21924324906985,1.5,0.3306839570947897,166.02899160765566,1.5,0.2544041344232103,99.54833895682629,10.0,0.5675488800523768,4.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2559,Policy 0,dikesnet
60,52,265.89593572361775,1.5,0.7965016991791843,53.86551716328751,1.5,0.9224640904671112,322.9894721926373,1.0,0.1370379005928275,292.1669630928715,10.0,0.903058752940021,128.14711339036558,1.0,0.7773172977165566,4.5,3.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,Policy 0,dikesnet
61,106,248.92462163045835,1.5,0.013611513184095533,150.89949137478865,1.0,0.6111305633788083,62.13758675457507,1.0,0.9285207839773818,128.91248765740698,1.5,0.44866667641202646,127.75748998400229,1.0,0.8128076384807891,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561,Policy 0,dikesnet
62,109,32.71114539362162,1.5,0.3521162603464126,91.96000488956402,1.5,0.3196281434799245,264.30029331684017,10.0,0.08849240081445242,285.125608337613,1.5,0.8816757406592932,314.806888403727,10.0,0.3611052934207856,1.5,3.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2562,Policy 0,dikesnet
63,129,276.80768767553684,1.5,0.07555467231772472,195.12526072711208,1.0,0.7224406284324755,226.47719176088964,1.0,0.5872351930252233,65.41541525026415,1.5,0.2574942846068741,303.1272667056662,10.0,0.06921064776387924,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,Policy 0,dikesnet
64,27,209.47872057731914,1.5,0.44450436636087204,186.05582438257107,10.0,0.5418385713662149,36.17283564232239,1.5,0.7093761778273143,113.51505081377735,10.0,0.7871206862895466,237.91245330009735,1.0,0.1549190534510858,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2564,Policy 0,dikesnet
